6x4:  100 300

1121.2884615384614    [[[[false,true,false,true,true],[false,true,true,true,true],[false,true,true,true,true],[false,true,true,false,true]],[[true,true,false,true,true],[true,true,true,true,true],[true,false,true,false,true],[true,true,false,false,true]],[[true,true,false,true,true],[true,false,true,true,true],[false,true,true,true,true],[true,false,true,false,true]],[[true,true,false,true,true],[false,true,true,true,true],[true,true,true,false,true],[false,true,false,false,true]],[[true,true,false,false,true],[true,true,false,true,true],[true,false,true,true,true],[true,true,true,false,true]],[[true,false,false,true,true],[true,false,true,true,true],[false,false,true,false,true],[true,false,false,false,true]]],1,2,4,0,2,0]
996.25                [[[[false,false,false,true,true],[false,false,true,true,true],[false,false,true,true,true],[false,true,true,false,true]],[[false,true,false,false,true],[false,false,false,true,true],[false,true,true,true,true],[true,true,true,false,true]],[[true,true,false,true,true],[false,false,true,true,true],[true,false,true,false,true],[true,true,false,false,true]],[[true,true,false,false,true],[false,false,false,true,true],[false,false,true,true,true],[true,true,true,false,true]],[[true,true,false,false,true],[false,true,false,true,true],[false,false,true,true,true],[true,true,true,false,true]],[[true,false,false,true,true],[true,false,true,true,true],[false,false,true,false,true],[true,false,false,false,true]]],4,2,0,0,2,3]
873.9423076923077     [[[[false,true,false,false,true],[false,false,false,true,true],[false,true,true,true,true],[false,true,true,false,true]],[[true,false,false,true,true],[false,true,true,true,true],[true,true,true,false,true],[true,true,false,false,true]],[[false,true,false,false,true],[true,true,false,true,true],[true,false,true,true,true],[true,true,true,false,true]],[[true,true,false,true,true],[true,false,true,true,true],[false,true,true,true,true],[true,true,true,false,true]],[[true,true,false,true,true],[false,false,true,true,true],[true,true,true,true,true],[true,true,true,false,true]],[[true,false,false,false,true],[false,false,false,true,true],[true,false,true,false,true],[true,false,false,false,true]]],3,0,5,3,0,3]
873.8846153846154     [[[[false,true,false,false,true],[false,false,false,true,true],[false,true,true,true,true],[false,true,true,false,true]],[[true,true,false,true,true],[false,true,true,true,true],[true,true,true,false,true],[true,true,false,false,true]],[[true,false,false,false,true],[true,true,false,true,true],[true,false,true,true,true],[true,true,true,false,true]],[[false,true,false,true,true],[true,false,true,true,true],[false,true,true,true,true],[true,true,true,false,true]],[[true,true,false,false,true],[false,true,false,true,true],[true,true,true,true,true],[true,true,true,false,true]],[[true,false,false,true,true],[true,false,true,true,true],[true,false,true,false,true],[true,false,false,false,true]]],3,2,1,3,5,1]
766.9423076923077     [[[[false,true,false,false,true],[false,false,false,true,true],[false,true,true,true,true],[false,true,true,false,true]],[[true,false,false,true,true],[false,true,true,true,true],[true,false,true,false,true],[true,true,false,false,true]],[[false,true,false,false,true],[true,false,false,true,true],[false,false,true,true,true],[true,true,true,false,true]],[[true,true,false,true,true],[false,true,true,true,true],[false,false,true,true,true],[true,true,true,false,true]],[[true,true,false,false,true],[true,false,false,true,true],[false,true,true,false,true],[true,false,false,false,true]],[[true,false,false,true,true],[false,false,true,false,true],[true,false,false,true,true],[false,false,true,false,true]]],5,2,5,0,3,0]
764.6730769230769     [[[[false,true,false,false,true],[false,false,false,true,true],[false,false,true,true,true],[false,true,true,false,true]],[[true,true,false,false,true],[false,true,false,true,true],[false,true,true,true,true],[true,true,true,false,true]],[[true,true,false,true,true],[true,true,true,true,true],[true,false,true,false,true],[true,true,false,false,true]],[[true,true,false,false,true],[true,false,false,false,true],[false,true,false,true,true],[true,true,true,false,true]],[[true,true,false,true,true],[false,false,true,true,true],[true,true,true,false,true],[true,true,false,false,true]],[[true,false,false,false,true],[false,false,false,true,true],[true,false,true,true,true],[true,false,true,false,true]]],2,2,2,3,0,1]
764.2884615384615     [[[[false,true,false,false,true],[false,true,false,true,true],[false,true,true,true,true],[false,true,true,false,true]],[[true,true,false,true,true],[true,false,true,false,true],[true,true,false,true,true],[true,true,true,false,true]],[[true,true,false,true,true],[false,true,true,true,true],[true,false,true,false,true],[true,true,false,false,true]],[[true,false,false,false,true],[true,true,false,true,true],[false,false,true,true,true],[true,true,true,false,true]],[[false,true,false,false,true],[true,false,false,true,true],[false,false,true,false,true],[true,true,false,false,true]],[[true,false,false,true,true],[false,false,true,true,true],[false,false,true,true,true],[true,false,true,false,true]]],1,1,3,0,1,0]
764.25                [[[[false,true,false,true,true],[false,true,true,false,true],[false,false,false,true,true],[false,true,true,false,true]],[[true,true,false,false,true],[true,false,false,true,true],[false,false,true,true,true],[true,true,true,false,true]],[[true,true,false,true,true],[false,false,true,true,true],[false,false,true,true,true],[true,true,true,false,true]],[[true,false,false,true,true],[false,true,true,true,true],[false,true,true,true,true],[true,true,true,false,true]],[[false,true,false,true,true],[true,false,true,true,true],[true,true,true,false,true],[true,true,false,false,true]],[[true,false,false,false,true],[false,false,false,true,true],[true,false,true,true,true],[true,false,true,false,true]]],2,0,0,2,4,3]
762.4230769230769     [[[[false,false,false,true,true],[false,true,true,true,true],[false,false,true,false,true],[false,true,false,false,true]],[[false,true,false,true,true],[true,false,true,true,true],[false,true,true,true,true],[true,true,true,false,true]],[[true,true,false,false,true],[false,true,false,true,true],[true,true,true,false,true],[true,false,false,false,true]],[[true,false,false,false,true],[true,true,false,true,true],[true,false,true,true,true],[false,true,true,false,true]],[[false,true,false,true,true],[true,false,true,true,true],[false,true,true,false,true],[true,true,false,false,true]],[[true,false,false,false,true],[false,false,false,true,true],[true,false,true,true,true],[true,false,true,false,true]]],2,3,0,2,3,0]
