5x5   300

1123.4615384615386     [[[[false,true,false,true,true],[false,true,true,true,true],[false,true,true,true,true],[false,false,true,true,true],[false,true,true,false,true]],[[true,true,false,false,true],[true,true,false,false,true],[true,true,false,false,true],[false,true,false,false,true],[true,true,false,false,true]],[[true,true,false,false,true],[true,false,false,true,true],[true,true,true,true,true],[true,true,true,true,true],[true,false,true,false,true]],[[true,true,false,true,true],[false,false,true,true,true],[true,false,true,false,true],[true,false,false,false,true],[false,true,false,false,true]],[[true,false,false,true,true],[false,false,true,true,true],[false,false,true,true,true],[false,false,true,true,true],[true,false,true,false,true]]],1,4,4,3,4,2]
1122.8653846153845     [[[[false,true,false,true,true],[false,true,true,true,true],[false,true,true,true,true],[false,false,true,true,true],[false,false,true,false,true]],[[true,true,false,false,true],[true,true,false,false,true],[true,false,false,true,true],[false,true,true,false,true],[false,true,false,false,true]],[[true,true,false,true,true],[true,true,true,true,true],[false,true,true,true,true],[true,true,true,true,true],[true,true,true,false,true]],[[true,true,false,false,true],[true,false,false,false,true],[true,true,false,false,true],[true,false,false,true,true],[true,true,true,false,true]],[[true,false,false,false,true],[false,false,false,true,true],[true,false,true,false,true],[false,false,false,true,true],[true,false,true,false,true]]],3,2,1,4,2,4]
995.5576923076923      [[[[false,true,false,false,true],[false,false,false,true,true],[false,true,true,false,true],[false,true,false,true,true],[false,true,true,false,true]],[[true,true,false,true,true],[false,false,true,true,true],[true,false,true,true,true],[true,true,true,false,true],[true,true,false,false,true]],[[true,true,false,true,true],[false,true,true,false,true],[false,true,false,true,true],[true,true,true,true,true],[true,true,true,false,true]],[[true,true,false,false,true],[true,true,false,true,true],[true,false,true,true,true],[true,false,true,false,true],[true,true,false,false,true]],[[true,false,false,true,true],[true,false,true,false,true],[false,false,false,true,true],[false,false,true,true,true],[true,false,true,false,true]]],2,2,4,3,3,4]
994.5384615384615      [[[[false,true,false,true,true],[false,false,true,true,true],[false,false,true,false,true],[false,true,false,true,true],[false,false,true,false,true]],[[true,true,false,false,true],[false,true,false,false,true],[false,true,false,true,true],[true,false,true,false,true],[false,true,false,false,true]],[[true,true,false,true,true],[true,false,true,true,true],[true,true,true,false,true],[false,false,false,true,true],[true,true,true,false,true]],[[true,true,false,true,true],[false,true,true,false,true],[true,true,false,false,true],[false,true,false,false,true],[true,true,false,false,true]],[[true,false,false,false,true],[true,false,false,true,true],[true,false,true,true,true],[true,false,true,true,true],[true,false,true,false,true]]],1,3,0,1,4,0]
993.5576923076923      [[[[false,true,false,true,true],[false,true,true,true,true],[false,true,true,true,true],[false,false,true,false,true],[false,true,false,false,true]],[[true,true,false,true,true],[true,true,true,false,true],[true,true,false,true,true],[false,false,true,true,true],[true,true,true,false,true]],[[true,true,false,true,true],[true,true,true,true,true],[true,false,true,true,true],[false,true,true,true,true],[true,true,true,false,true]],[[true,false,false,false,true],[true,true,false,true,true],[false,true,true,false,true],[true,true,false,false,true],[true,false,false,false,true]],[[false,false,false,true,true],[true,false,true,true,true],[true,false,true,true,true],[true,false,true,true,true],[false,false,true,false,true]]],4,0,3,0,2,0]
959.2777777777778      [[[[false,true,false,true,true],[false,false,true,true,true],[false,false,true,true,true],[false,false,true,true,true],[false,true,true,false,true]],[[true,true,false,true,true],[false,true,true,false,true],[false,false,false,true,true],[false,true,true,true,true],[true,true,true,false,true]],[[true,false,false,true,true],[true,true,true,true,true],[false,true,true,true,true],[true,true,true,false,true],[true,true,false,false,true]],[[false,true,false,true,true],[true,false,true,true,true],[true,true,true,false,true],[true,true,false,false,true],[true,false,false,false,true]],[[true,false,false,false,true],[false,false,false,true,true],[true,false,true,true,true],[true,false,true,true,true],[false,false,true,false,true]]],0,4,3,4,0,1]
878.3076923076923      [[[[false,true,false,true,true],[false,true,true,true,true],[false,true,true,false,true],[false,true,false,true,true],[false,true,true,false,true]],[[true,true,false,false,true],[true,false,false,true,true],[true,true,true,true,true],[true,true,true,true,true],[true,true,true,false,true]],[[true,false,false,true,true],[false,true,true,false,true],[true,true,false,true,true],[true,false,true,false,true],[true,true,false,false,true]],[[false,true,false,true,true],[true,false,true,false,true],[true,true,false,false,true],[false,false,false,true,true],[true,true,true,false,true]],[[true,false,false,false,true],[false,false,false,true,true],[true,false,true,false,true],[false,false,false,true,true],[true,false,true,false,true]]],4,0,3,3,1,4]
877.4423076923077      [[[[false,true,false,true,true],[false,true,true,true,true],[false,true,true,true,true],[false,false,true,true,true],[false,true,true,false,true]],[[true,true,false,false,true],[true,true,false,false,true],[true,true,false,false,true],[false,true,false,false,true],[true,true,false,false,true]],[[true,true,false,false,true],[true,false,false,true,true],[true,false,true,true,true],[true,false,true,true,true],[true,true,true,false,true]],[[true,true,false,true,true],[false,false,true,true,true],[false,true,true,false,true],[false,true,false,true,true],[true,true,true,false,true]],[[true,false,false,false,true],[false,false,false,true,true],[true,false,true,true,true],[true,false,true,true,true],[true,false,true,false,true]]],0,3,4,1,4,3]
876.9230769230769      [[[[false,true,false,true,true],[false,false,true,true,true],[false,false,true,false,true],[false,false,false,true,true],[false,true,true,false,true]],[[true,true,false,false,true],[false,true,false,true,true],[false,true,true,true,true],[false,true,true,true,true],[true,true,true,false,true]],[[true,true,false,true,true],[true,false,true,false,true],[true,true,false,false,true],[true,false,false,false,true],[true,true,false,false,true]],[[true,true,false,true,true],[false,true,true,false,true],[true,true,false,true,true],[false,false,true,false,true],[true,true,false,false,true]],[[true,false,false,true,true],[true,false,true,true,true],[true,false,true,true,true],[false,false,true,false,true],[true,false,false,false,true]]],1,0,0,1,0,2]
